method,k,operator,f1,micro_f1,macro_f1,recall,micro_recall,macro_recall,precision,micro_precision,macro_precision
DynAE,1,sigmoid,0.198364433355857,0.3728222996515679,0.19651056014692378,0.33647798742138363,0.33647798742138363,0.3333333333333333,0.14063728380503146,0.41796875,0.13932291666666666
DynAE,2,sigmoid,0.38939974725937443,0.5100401606425702,0.38997944492819303,0.6656184486373166,0.6656184486373166,0.6666666666666666,0.27520773279175403,0.4134114583333333,0.2756076388888889
DynAE,3,sigmoid,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynAE,1,HAD,0.19626074495804233,0.3704994192799071,0.1956455075130328,0.33438155136268344,0.33438155136268344,0.3333333333333333,0.13889025375611458,0.4153645833333333,0.1384548611111111
DynAE,2,HAD,0.39462517831389937,0.5140562248995985,0.39215606765995653,0.6708595387840671,0.6708595387840671,0.6666666666666666,0.279527537561146,0.4166666666666667,0.27777777777777773
DynAE,3,HAD,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynAE,1,AVG,0.19103531390351747,0.36469221835075494,0.19346888478126925,0.32914046121593293,0.32914046121593293,0.3333333333333333,0.13457044898672257,0.4088541666666667,0.13628472222222224
DynAE,2,AVG,0.38729605886155977,0.508433734939759,0.3891143922943021,0.6635220125786163,0.6635220125786163,0.6666666666666666,0.2734607027428371,0.412109375,0.2747395833333333
DynAE,3,AVG,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynAE,1,L1,0.19626074495804233,0.3704994192799071,0.1956455075130328,0.33438155136268344,0.33438155136268344,0.3333333333333333,0.13889025375611458,0.4153645833333333,0.1384548611111111
DynAE,2,L1,0.3942985272226574,0.5124497991967872,0.39183246938265154,0.6687631027253669,0.6687631027253669,0.6645898234683282,0.27956715806466165,0.4153645833333333,0.2778170279962138
DynAE,3,L1,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynAE,1,L2,0.19626074495804233,0.3704994192799071,0.1956455075130328,0.33438155136268344,0.33438155136268344,0.3333333333333333,0.13889025375611458,0.4153645833333333,0.1384548611111111
DynAE,2,L2,0.38729605886155977,0.508433734939759,0.3891143922943021,0.6635220125786163,0.6635220125786163,0.6666666666666666,0.2734607027428371,0.412109375,0.2747395833333333
DynAE,3,L2,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynAERNN,1,sigmoid,0.19103531390351747,0.36469221835075494,0.19346888478126925,0.32914046121593293,0.32914046121593293,0.3333333333333333,0.13457044898672257,0.4088541666666667,0.13628472222222224
DynAERNN,2,sigmoid,0.38939974725937443,0.5100401606425702,0.38997944492819303,0.6656184486373166,0.6656184486373166,0.6666666666666666,0.27520773279175403,0.4134114583333333,0.2756076388888889
DynAERNN,3,sigmoid,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynAERNN,1,HAD,0.19103531390351747,0.36469221835075494,0.19346888478126925,0.32914046121593293,0.32914046121593293,0.3333333333333333,0.13457044898672257,0.4088541666666667,0.13628472222222224
DynAERNN,2,HAD,0.38939974725937443,0.5100401606425702,0.38997944492819303,0.6656184486373166,0.6656184486373166,0.6666666666666666,0.27520773279175403,0.4134114583333333,0.2756076388888889
DynAERNN,3,HAD,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynAERNN,1,AVG,0.19103531390351747,0.36469221835075494,0.19346888478126925,0.32914046121593293,0.32914046121593293,0.3333333333333333,0.13457044898672257,0.4088541666666667,0.13628472222222224
DynAERNN,2,AVG,0.38939974725937443,0.5100401606425702,0.38997944492819303,0.6656184486373166,0.6656184486373166,0.6666666666666666,0.27520773279175403,0.4134114583333333,0.2756076388888889
DynAERNN,3,AVG,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynAERNN,1,L1,0.19626074495804233,0.3704994192799071,0.1956455075130328,0.33438155136268344,0.33438155136268344,0.3333333333333333,0.13889025375611458,0.4153645833333333,0.1384548611111111
DynAERNN,2,L1,0.39462517831389937,0.5140562248995985,0.39215606765995653,0.6708595387840671,0.6708595387840671,0.6666666666666666,0.279527537561146,0.4166666666666667,0.27777777777777773
DynAERNN,3,L1,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynAERNN,1,L2,0.19626074495804233,0.3704994192799071,0.1956455075130328,0.33438155136268344,0.33438155136268344,0.3333333333333333,0.13889025375611458,0.4153645833333333,0.1384548611111111
DynAERNN,2,L2,0.39462517831389937,0.5140562248995985,0.39215606765995653,0.6708595387840671,0.6708595387840671,0.6666666666666666,0.279527537561146,0.4166666666666667,0.27777777777777773
DynAERNN,3,L2,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynGEM,1,sigmoid,0.32449803217330925,0.40766550522648076,0.3257660418809877,0.36792452830188677,0.36792452830188677,0.3706126438626937,0.520211788215847,0.45703125,0.5197287101356869
DynGEM,2,sigmoid,0.4992879108306431,0.5228915662650602,0.4995148283316693,0.6823899371069182,0.6823899371069182,0.6830231182799378,0.4269494834432187,0.423828125,0.426934960942109
DynGEM,3,sigmoid,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynGEM,1,HAD,0.40441675702113716,0.4367015098722416,0.40460710246010817,0.3941299790356394,0.3941299790356394,0.3939615585998479,0.5333229078009846,0.4895833333333333,0.5339266818904612
DynGEM,2,HAD,0.5351094754878394,0.5493975903614459,0.5346951741279266,0.7169811320754716,0.7169811320754716,0.7150960972801764,0.4771094731086832,0.4453125,0.47778158264744297
DynGEM,3,HAD,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynGEM,1,AVG,0.19626074495804233,0.3704994192799071,0.1956455075130328,0.33438155136268344,0.33438155136268344,0.3333333333333333,0.13889025375611458,0.4153645833333333,0.1384548611111111
DynGEM,2,AVG,0.39462517831389937,0.5140562248995985,0.39215606765995653,0.6708595387840671,0.6708595387840671,0.6666666666666666,0.279527537561146,0.4166666666666667,0.27777777777777773
DynGEM,3,AVG,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynGEM,1,L1,0.4010617530384466,0.44715447154471544,0.40105548094390736,0.40356394129979034,0.40356394129979034,0.4031691711592609,0.5621904583891479,0.5013020833333334,0.5626233718583745
DynGEM,2,L1,0.5266765196755202,0.5405622489959839,0.5262740539105403,0.7054507337526206,0.7054507337526206,0.7038022282802863,0.4569901196418052,0.4381510416666667,0.45742297322750974
DynGEM,3,L1,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DynGEM,1,L2,0.37334777202310393,0.4274099883855982,0.3734574789370888,0.3857442348008386,0.3857442348008386,0.3854067668231484,0.5238790399119448,0.4791666666666667,0.5246226729448543
DynGEM,2,L2,0.5316788468948582,0.5477911646586346,0.5312114918656975,0.7148846960167715,0.7148846960167715,0.7129758474245317,0.47220457613076694,0.4440104166666667,0.4727965747737564
DynGEM,3,L2,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DySAT,1,sigmoid,0.31656071399733426,0.3612078977932637,0.3157975952874563,0.3259958071278826,0.3259958071278826,0.3244791424013915,0.4083299924611598,0.4049479166666667,0.40841503232160287
DySAT,2,sigmoid,0.48325469842123153,0.5076305220883535,0.48360810691060035,0.6624737945492662,0.6624737945492662,0.6637532060227582,0.416029745860109,0.4114583333333333,0.4160020855706526
DySAT,3,sigmoid,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DySAT,1,HAD,0.31825387383692366,0.3588850174216027,0.31748433715646834,0.3238993710691824,0.3238993710691824,0.32244498016988576,0.405660417943236,0.40234375,0.40558918694039425
DySAT,2,HAD,0.4829130314331239,0.5068273092369479,0.4833066871664919,0.6614255765199162,0.6614255765199162,0.6627972539623684,0.4122151431727856,0.4108072916666667,0.41222056914991406
DySAT,3,HAD,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DySAT,1,AVG,0.32935402792754054,0.3704994192799071,0.3285067733315226,0.33438155136268344,0.33438155136268344,0.33280532094500903,0.4211536068309687,0.4153645833333333,0.42120351628639524
DySAT,2,AVG,0.4891467572393562,0.5116465863453815,0.48946742531047943,0.6677148846960168,0.6677148846960168,0.6689547168937362,0.4181448939502227,0.4147135416666667,0.418098347591432
DySAT,3,AVG,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DySAT,1,L1,0.3392358394859117,0.37979094076655046,0.338424695337799,0.34276729559748426,0.34276729559748426,0.3412284413688438,0.43698667676687164,0.42578125,0.4369688002837375
DySAT,2,L1,0.4851504226760252,0.5068273092369479,0.48549646408196984,0.6614255765199162,0.6614255765199162,0.6627075482528701,0.4141504589150553,0.4108072916666667,0.4141248951116652
DySAT,3,L1,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DySAT,1,L2,0.32446732437853165,0.36701509872241583,0.32368979334753795,0.3312368972746331,0.3312368972746331,0.3297204418443162,0.4174710398619317,0.4114583333333333,0.4175241509207354
DySAT,2,L2,0.4777221783967996,0.5028112449799197,0.47809023852719573,0.6561844863731656,0.6561844863731656,0.6574865059411553,0.4062239817667177,0.4075520833333333,0.40622182002921187
DySAT,3,L2,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
VGRNN,1,sigmoid,0.19393268851997117,0.3623693379790941,0.1963380415656061,0.3270440251572327,0.3270440251572327,0.33117691299110147,0.22961582917450318,0.40625,0.23102434140541894
VGRNN,2,sigmoid,0.3997323295170905,0.5044176706827309,0.40140083876381566,0.6582809224318659,0.6582809224318659,0.6613400052900761,0.36898453529191244,0.4088541666666667,0.3693603197082047
VGRNN,3,sigmoid,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
VGRNN,1,HAD,0.3061315838572025,0.3948896631823461,0.30820559749866544,0.35639412997903563,0.35639412997903563,0.3593201951427298,0.28531539267702705,0.4427083333333333,0.2868485061328547
VGRNN,2,HAD,0.38929930038684846,0.508433734939759,0.39109845366955076,0.6635220125786163,0.6635220125786163,0.666660156186421,0.3857275994779464,0.412109375,0.38595792483660135
VGRNN,3,HAD,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
VGRNN,1,AVG,0.19103531390351747,0.36469221835075494,0.19346888478126925,0.32914046121593293,0.32914046121593293,0.3333333333333333,0.13457044898672257,0.4088541666666667,0.13628472222222224
VGRNN,2,AVG,0.38729605886155977,0.508433734939759,0.3891143922943021,0.6635220125786163,0.6635220125786163,0.6666666666666666,0.2734607027428371,0.412109375,0.2747395833333333
VGRNN,3,AVG,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
VGRNN,1,L1,0.19626074495804233,0.3704994192799071,0.1956455075130328,0.33438155136268344,0.33438155136268344,0.3333333333333333,0.13889025375611458,0.4153645833333333,0.1384548611111111
VGRNN,2,L1,0.38729605886155977,0.508433734939759,0.3891143922943021,0.6635220125786163,0.6635220125786163,0.6666666666666666,0.2734607027428371,0.412109375,0.2747395833333333
VGRNN,3,L1,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
VGRNN,1,L2,0.30673211989808336,0.3821138211382114,0.30794676965702533,0.3448637316561845,0.3448637316561845,0.3457959786753988,0.28798610820194115,0.4283854166666667,0.2894510604259645
VGRNN,2,L2,0.38729605886155977,0.508433734939759,0.3891143922943021,0.6635220125786163,0.6635220125786163,0.6666666666666666,0.2734607027428371,0.412109375,0.2747395833333333
VGRNN,3,L2,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
EvolveGCN,1,sigmoid,0.35261084773875373,0.3716608594657375,0.3528492681467105,0.33542976939203356,0.33542976939203356,0.33563055836138594,0.41327662137662086,0.4166666666666667,0.41328821559546775
EvolveGCN,2,sigmoid,0.47101261995240207,0.5076305220883535,0.47186288240787505,0.6624737945492662,0.6624737945492662,0.6644143515119004,0.4101137329156435,0.4114583333333333,0.4101608604111204
EvolveGCN,3,sigmoid,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
EvolveGCN,1,HAD,0.2336800351284291,0.3716608594657375,0.23573991539188296,0.33542976939203356,0.33542976939203356,0.33914717145861856,0.2579363317654106,0.4166666666666667,0.2585994397759104
EvolveGCN,2,HAD,0.42994078008647146,0.5132530120481928,0.4313854229049158,0.6698113207547169,0.6698113207547169,0.6724805047919519,0.39682658552152517,0.416015625,0.3970543008870215
EvolveGCN,3,HAD,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
EvolveGCN,1,AVG,0.19103531390351747,0.36469221835075494,0.19346888478126925,0.32914046121593293,0.32914046121593293,0.3333333333333333,0.13457044898672257,0.4088541666666667,0.13628472222222224
EvolveGCN,2,AVG,0.38729605886155977,0.508433734939759,0.3891143922943021,0.6635220125786163,0.6635220125786163,0.6666666666666666,0.2734607027428371,0.412109375,0.2747395833333333
EvolveGCN,3,AVG,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
EvolveGCN,1,L1,0.19103531390351747,0.36469221835075494,0.19346888478126925,0.32914046121593293,0.32914046121593293,0.3333333333333333,0.13457044898672257,0.4088541666666667,0.13628472222222224
EvolveGCN,2,L1,0.38729605886155977,0.508433734939759,0.3891143922943021,0.6635220125786163,0.6635220125786163,0.6666666666666666,0.2734607027428371,0.412109375,0.2747395833333333
EvolveGCN,3,L1,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
EvolveGCN,1,L2,0.19103531390351747,0.36469221835075494,0.19346888478126925,0.32914046121593293,0.32914046121593293,0.3333333333333333,0.13457044898672257,0.4088541666666667,0.13628472222222224
EvolveGCN,2,L2,0.38729605886155977,0.508433734939759,0.3891143922943021,0.6635220125786163,0.6635220125786163,0.6666666666666666,0.2734607027428371,0.412109375,0.2747395833333333
EvolveGCN,3,L2,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
CTGCN-C,1,sigmoid,0.41287487735876255,0.4169570267131243,0.413233973079675,0.37631027253668764,0.37631027253668764,0.3770253425005042,0.4718029036597128,0.4674479166666667,0.47163836066382153
CTGCN-C,2,sigmoid,0.5542345777124124,0.5566265060240964,0.5543562141811811,0.7264150943396226,0.7264150943396226,0.7268653972101017,0.4505952294640193,0.451171875,0.4505879096921633
CTGCN-C,3,sigmoid,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
CTGCN-C,1,HAD,0.4426113714334672,0.4448315911730546,0.44256856391265703,0.40146750524109015,0.40146750524109015,0.4014265809928934,0.4984941610126589,0.4986979166666667,0.4984241594535712
CTGCN-C,2,HAD,0.5589539352199995,0.5590361445783133,0.5589363130823238,0.7295597484276729,0.7295597484276729,0.7295256126128654,0.4532161160617782,0.453125,0.4532054175080286
CTGCN-C,3,HAD,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
CTGCN-C,1,AVG,0.19626074495804233,0.3704994192799071,0.1956455075130328,0.33438155136268344,0.33438155136268344,0.3333333333333333,0.13889025375611458,0.4153645833333333,0.1384548611111111
CTGCN-C,2,AVG,0.39462517831389937,0.5140562248995985,0.39215606765995653,0.6708595387840671,0.6708595387840671,0.6666666666666666,0.279527537561146,0.4166666666666667,0.27777777777777773
CTGCN-C,3,AVG,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
CTGCN-C,1,L1,0.4165798995619963,0.4425087108013937,0.4171023602909624,0.39937106918238996,0.39937106918238996,0.399840926574866,0.5103043280920695,0.49609375,0.5103443036953745
CTGCN-C,2,L1,0.5465314535478997,0.5526104417670683,0.5467723172554556,0.7211740041928721,0.7211740041928721,0.7218287943156624,0.4529732063249575,0.4479166666666667,0.45294308868063776
CTGCN-C,3,L1,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
CTGCN-C,1,L2,0.40591001703197915,0.4436701509872242,0.4063742670568691,0.40041928721174,0.40041928721174,0.4005820120531382,0.5177870457465711,0.4973958333333333,0.5182062561094819
CTGCN-C,2,L2,0.556743617388482,0.5606425702811245,0.5569043240948494,0.7316561844863732,0.7316561844863732,0.7320473455393227,0.4602710608704738,0.4544270833333333,0.4602577027195795
CTGCN-C,3,L2,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DHNE,1,sigmoid,0.3648197658856824,0.36469221835075494,0.3646124821192869,0.32914046121593293,0.32914046121593293,0.32897322946504853,0.40930521798534103,0.4088541666666667,0.4090414281170483
DHNE,2,sigmoid,0.5036793931216834,0.5036144578313253,0.503627781267249,0.6572327044025157,0.6572327044025157,0.6572798811294124,0.40847045534245685,0.408203125,0.40838559175045086
DHNE,3,sigmoid,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DHNE,1,HAD,0.35598398919342694,0.35772357723577236,0.3555981685407923,0.3228511530398323,0.3228511530398323,0.32247647513642413,0.3995104859949585,0.4010416666666667,0.39911248221352746
DHNE,2,HAD,0.5116214217161872,0.5116465863453815,0.5115020208065717,0.6677148846960168,0.6677148846960168,0.6675440057147917,0.41468530946588206,0.4147135416666667,0.4145943627167667
DHNE,3,HAD,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DHNE,1,AVG,0.19103531390351747,0.36469221835075494,0.19346888478126925,0.32914046121593293,0.32914046121593293,0.3333333333333333,0.13457044898672257,0.4088541666666667,0.13628472222222224
DHNE,2,AVG,0.38729605886155977,0.508433734939759,0.3891143922943021,0.6635220125786163,0.6635220125786163,0.6666666666666666,0.2734607027428371,0.412109375,0.2747395833333333
DHNE,3,AVG,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DHNE,1,L1,0.27825962647536834,0.3588850174216027,0.280067058796663,0.3238993710691824,0.3238993710691824,0.3266147768950686,0.48832201473710907,0.40234375,0.4875160875160875
DHNE,2,L1,0.40982057286179757,0.5108433734939759,0.41142291492301514,0.6666666666666666,0.6666666666666666,0.6697066980961136,0.4239887834261768,0.4140625,0.42386850797666736
DHNE,3,L1,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
DHNE,1,L2,0.28070938249294664,0.34843205574912894,0.2823775096490464,0.31446540880503143,0.31446540880503143,0.3167546234621245,0.38109019917559456,0.390625,0.38124042534018204
DHNE,2,L2,0.4325806910344145,0.5068273092369479,0.43391992650179256,0.6614255765199162,0.6614255765199162,0.6643250604826725,0.41867338650644387,0.4108072916666667,0.4185864408799443
DHNE,3,L2,0.5856604922174168,0.585635359116022,0.5856249524412259,1.0,1.0,1.0,0.41409798654786867,0.4140625,0.4140625
